player.name,team.name,label,pass.recipient.name,date,location.x,location.y,pass.endLocation.x,pass.endLocation.y,carry.endLocation.x,carry.endLocation.y,penalty_area_entry
T. Delaney,København,"København - AGF, 3 - 2",M. Elyounoussi,"July 28, 2024 at 6:00:00 PM GMT+2",76.0,33.0,98.0,32.0,,,True
M. Mattsson,København,"København - AGF, 3 - 2",M. Elyounoussi,"July 28, 2024 at 6:00:00 PM GMT+2",100.0,0.0,88.0,62.0,,,True
T. Bech,AGF,"København - AGF, 3 - 2",,"July 28, 2024 at 6:00:00 PM GMT+2",88.0,87.0,,,86.0,67.0,True
M. Emil Madsen,AGF,"København - AGF, 3 - 2",J. Jensen-Abbew,"July 28, 2024 at 6:00:00 PM GMT+2",76.0,9.0,94.0,28.0,,,True
H. Dalsgaard,AGF,"København - AGF, 3 - 2",K. Diks,"July 28, 2024 at 6:00:00 PM GMT+2",89.0,100.0,96.0,55.0,,,True
H. Dalsgaard,AGF,"København - AGF, 3 - 2",M. Anderson,"July 28, 2024 at 6:00:00 PM GMT+2",85.0,87.0,93.0,45.0,,,True
N. Trott,København,"København - AGF, 3 - 2",J. Hansen,"July 28, 2024 at 6:00:00 PM GMT+2",0.0,53.0,89.0,42.0,,,True
M. Anderson,AGF,"København - AGF, 3 - 2",,"July 28, 2024 at 6:00:00 PM GMT+2",92.0,93.0,100.0,38.0,,,True
M. Mattsson,København,"København - AGF, 3 - 2",K. Diks,"July 28, 2024 at 6:00:00 PM GMT+2",71.0,23.0,93.0,55.0,,,True
K. Diks,København,"København - AGF, 3 - 2",F. Beijmo,"July 28, 2024 at 6:00:00 PM GMT+2",71.0,73.0,92.0,41.0,,,True
M. Elyounoussi,København,"København - AGF, 3 - 2",T. Delaney,"July 28, 2024 at 6:00:00 PM GMT+2",78.0,23.0,91.0,61.0,,,True
J. Andersen,AGF,"København - AGF, 3 - 2",M. Emil Madsen,"July 28, 2024 at 6:00:00 PM GMT+2",88.0,7.0,87.0,27.0,,,True
J. Jensen-Abbew,AGF,"København - AGF, 3 - 2",M. Garananga,"July 28, 2024 at 6:00:00 PM GMT+2",77.0,12.0,93.0,51.0,,,True
H. Dalsgaard,AGF,"København - AGF, 3 - 2",F. Tingager,"July 28, 2024 at 6:00:00 PM GMT+2",89.0,100.0,91.0,63.0,,,True
H. Dalsgaard,AGF,"København - AGF, 3 - 2",J. Andersen,"July 28, 2024 at 6:00:00 PM GMT+2",64.0,59.0,86.0,23.0,,,True
H. Dalsgaard,AGF,"København - AGF, 3 - 2",F. Tingager,"July 28, 2024 at 6:00:00 PM GMT+2",92.0,0.0,95.0,44.0,,,True
M. Elyounoussi,København,"København - AGF, 3 - 2",,"July 28, 2024 at 6:00:00 PM GMT+2",60.0,29.0,,,97.0,38.0,True
F. Beijmo,AGF,"København - AGF, 3 - 2",S. Haugen,"July 28, 2024 at 6:00:00 PM GMT+2",60.0,68.0,87.0,63.0,,,True
F. Beijmo,AGF,"København - AGF, 3 - 2",K. Diks,"July 28, 2024 at 6:00:00 PM GMT+2",73.0,64.0,91.0,62.0,,,True
T. Bech,AGF,"København - AGF, 3 - 2",M. Garananga,"July 28, 2024 at 6:00:00 PM GMT+2",75.0,77.0,91.0,43.0,,,True
J. Andersen,AGF,"København - AGF, 3 - 2",F. Tingager,"July 28, 2024 at 6:00:00 PM GMT+2",75.0,3.0,86.0,52.0,,,True
H. Dalsgaard,AGF,"København - AGF, 3 - 2",J. Andersen,"July 28, 2024 at 6:00:00 PM GMT+2",55.0,66.0,86.0,20.0,,,True
J. Andersen,AGF,"København - AGF, 3 - 2",K. Diks,"July 28, 2024 at 6:00:00 PM GMT+2",83.0,40.0,87.0,40.0,,,True
M. Enggård,Randers,"Randers - Viborg, 3 - 1",,"July 28, 2024 at 2:00:00 PM GMT+2",78.0,80.0,,,85.0,72.0,True
O. Olsen,Randers,"Randers - Viborg, 3 - 1",S. Radić,"July 28, 2024 at 2:00:00 PM GMT+2",94.0,86.0,96.0,59.0,,,True
O. Olsen,Randers,"Randers - Viborg, 3 - 1",,"July 28, 2024 at 2:00:00 PM GMT+2",91.0,86.0,,,91.0,70.0,True
S. Nordli,Randers,"Randers - Viborg, 3 - 1",,"July 28, 2024 at 2:00:00 PM GMT+2",93.0,17.0,,,97.0,23.0,True
Renato Júnior,Viborg,"Randers - Viborg, 3 - 1",M. Westergaard,"July 28, 2024 at 2:00:00 PM GMT+2",78.0,40.0,86.0,60.0,,,True
J. Grønning,Viborg,"Randers - Viborg, 3 - 1",P. Izzo,"July 28, 2024 at 2:00:00 PM GMT+2",52.0,39.0,87.0,44.0,,,True
M. Westergaard,Viborg,"Randers - Viborg, 3 - 1",W. Dammers,"July 28, 2024 at 2:00:00 PM GMT+2",75.0,69.0,88.0,59.0,,,True
Serginho,Viborg,"Randers - Viborg, 3 - 1",,"July 28, 2024 at 2:00:00 PM GMT+2",100.0,100.0,89.0,46.0,,,True
Serginho,Viborg,"Randers - Viborg, 3 - 1",J. Vester,"July 28, 2024 at 2:00:00 PM GMT+2",79.0,92.0,94.0,74.0,,,True
Serginho,Viborg,"Randers - Viborg, 3 - 1",J. Jacobs,"July 28, 2024 at 2:00:00 PM GMT+2",94.0,89.0,96.0,49.0,,,True
M. Enggård,Randers,"Randers - Viborg, 3 - 1",O. Olsen,"July 28, 2024 at 2:00:00 PM GMT+2",81.0,70.0,88.0,80.0,,,True
Serginho,Viborg,"Randers - Viborg, 3 - 1",,"July 28, 2024 at 2:00:00 PM GMT+2",82.0,22.0,,,89.0,28.0,True
J. Jacobs,Viborg,"Randers - Viborg, 3 - 1",,"July 28, 2024 at 2:00:00 PM GMT+2",77.0,28.0,92.0,59.0,,,True
O. Olsen,Randers,"Randers - Viborg, 3 - 1",N. Campbell,"July 28, 2024 at 2:00:00 PM GMT+2",58.0,95.0,88.0,75.0,,,True
Serginho,Viborg,"Randers - Viborg, 3 - 1",J. Jacobs,"July 28, 2024 at 2:00:00 PM GMT+2",100.0,0.0,86.0,51.0,,,True
M. Enggård,Randers,"Randers - Viborg, 3 - 1",W. Dammers,"July 28, 2024 at 2:00:00 PM GMT+2",100.0,100.0,86.0,43.0,,,True
Serginho,Viborg,"Randers - Viborg, 3 - 1",J. Jacobs,"July 28, 2024 at 2:00:00 PM GMT+2",92.0,15.0,95.0,34.0,,,True
M. Enggård,Randers,"Randers - Viborg, 3 - 1",D. Høegh,"July 28, 2024 at 2:00:00 PM GMT+2",100.0,100.0,86.0,43.0,,,True
M. Enggård,Randers,"Randers - Viborg, 3 - 1",L. Lund,"July 28, 2024 at 2:00:00 PM GMT+2",77.0,89.0,97.0,50.0,,,True
Serginho,Viborg,"Randers - Viborg, 3 - 1",J. Jacobs,"July 28, 2024 at 2:00:00 PM GMT+2",82.0,25.0,98.0,37.0,,,True
D. Anyembe,Viborg,"Randers - Viborg, 3 - 1",P. Izzo,"July 28, 2024 at 2:00:00 PM GMT+2",88.0,12.0,97.0,58.0,,,True
N. Campbell,Randers,"Randers - Viborg, 3 - 1",L. Lund,"July 28, 2024 at 2:00:00 PM GMT+2",82.0,73.0,85.0,41.0,,,True
Serginho,Viborg,"Randers - Viborg, 3 - 1",,"July 28, 2024 at 2:00:00 PM GMT+2",82.0,31.0,,,93.0,32.0,True
Serginho,Viborg,"Randers - Viborg, 3 - 1",S. Radić,"July 28, 2024 at 2:00:00 PM GMT+2",100.0,0.0,96.0,66.0,,,True
Serginho,Viborg,"Randers - Viborg, 3 - 1",P. Izzo,"July 28, 2024 at 2:00:00 PM GMT+2",74.0,30.0,97.0,44.0,,,True
S. Nordli,Randers,"Randers - Viborg, 3 - 1",N. Campbell,"July 28, 2024 at 2:00:00 PM GMT+2",56.0,44.0,88.0,74.0,,,True
D. Anyembe,Viborg,"Randers - Viborg, 3 - 1",Serginho,"July 28, 2024 at 2:00:00 PM GMT+2",70.0,15.0,89.0,27.0,,,True
M. Westergaard,Viborg,"Randers - Viborg, 3 - 1",J. Björkengren,"July 28, 2024 at 2:00:00 PM GMT+2",94.0,85.0,93.0,61.0,,,True
Serginho,Viborg,"Randers - Viborg, 3 - 1",M. Westergaard,"July 28, 2024 at 2:00:00 PM GMT+2",73.0,4.0,87.0,61.0,,,True
N. Campbell,Randers,"Randers - Viborg, 3 - 1",,"July 28, 2024 at 2:00:00 PM GMT+2",79.0,94.0,,,95.0,75.0,True
J. Jacobs,Viborg,"Randers - Viborg, 3 - 1",W. Dammers,"July 28, 2024 at 2:00:00 PM GMT+2",74.0,56.0,87.0,58.0,,,True
S. Kuzmić,Viborg,"Randers - Viborg, 3 - 1",W. Dammers,"July 28, 2024 at 2:00:00 PM GMT+2",68.0,94.0,86.0,59.0,,,True
J. Grønning,Viborg,"Randers - Viborg, 3 - 1",M. Westergaard,"July 28, 2024 at 2:00:00 PM GMT+2",41.0,15.0,89.0,28.0,,,True
N. Dyhr,Randers,"Randers - Viborg, 3 - 1",O. Olsen,"July 28, 2024 at 2:00:00 PM GMT+2",87.0,0.0,93.0,37.0,,,True
N. Dyhr,Randers,"Randers - Viborg, 3 - 1",M. Westergaard,"July 28, 2024 at 2:00:00 PM GMT+2",97.0,17.0,94.0,35.0,,,True
N. Dyhr,Randers,"Randers - Viborg, 3 - 1",F. Danho,"July 28, 2024 at 2:00:00 PM GMT+2",88.0,0.0,89.0,33.0,,,True
N. Dyhr,Randers,"Randers - Viborg, 3 - 1",D. Anyembe,"July 28, 2024 at 2:00:00 PM GMT+2",93.0,13.0,98.0,79.0,,,True
J. Vester,Viborg,"Randers - Viborg, 3 - 1",,"July 28, 2024 at 2:00:00 PM GMT+2",83.0,91.0,,,94.0,81.0,True
J. Grønning,Viborg,"Randers - Viborg, 3 - 1",M. Westergaard,"July 28, 2024 at 2:00:00 PM GMT+2",72.0,76.0,85.0,76.0,,,True
Serginho,Viborg,"Randers - Viborg, 3 - 1",W. Dammers,"July 28, 2024 at 2:00:00 PM GMT+2",78.0,100.0,85.0,74.0,,,True
S. Kuzmić,Viborg,"Randers - Viborg, 3 - 1",Serginho,"July 28, 2024 at 2:00:00 PM GMT+2",47.0,93.0,92.0,75.0,,,True
N. Dyhr,Randers,"Randers - Viborg, 3 - 1",S. Nordli,"July 28, 2024 at 2:00:00 PM GMT+2",96.0,15.0,93.0,29.0,,,True
M. Enggård,Randers,"Randers - Viborg, 3 - 1",M. Touré,"July 28, 2024 at 2:00:00 PM GMT+2",100.0,0.0,90.0,31.0,,,True
J. Björkengren,Randers,"Randers - Viborg, 3 - 1",M. Touré,"July 28, 2024 at 2:00:00 PM GMT+2",79.0,31.0,88.0,40.0,,,True
M. Enggård,Randers,"Randers - Viborg, 3 - 1",S. Nordli,"July 28, 2024 at 2:00:00 PM GMT+2",80.0,21.0,90.0,29.0,,,True
A. Ementa,Viborg,"Randers - Viborg, 3 - 1",I. Jensen,"July 28, 2024 at 2:00:00 PM GMT+2",93.0,83.0,94.0,23.0,,,True
S. Kuzmić,Viborg,"Randers - Viborg, 3 - 1",P. Izzo,"July 28, 2024 at 2:00:00 PM GMT+2",81.0,100.0,86.0,47.0,,,True
I. Jensen,Viborg,"Randers - Viborg, 3 - 1",D. Anyembe,"July 28, 2024 at 2:00:00 PM GMT+2",86.0,10.0,88.0,23.0,,,True
M. Enggård,Randers,"Randers - Viborg, 3 - 1",L. Lund,"July 28, 2024 at 2:00:00 PM GMT+2",37.0,86.0,87.0,73.0,,,True
T. Bany,Randers,"Randers - Viborg, 3 - 1",M. Touré,"July 28, 2024 at 2:00:00 PM GMT+2",56.0,79.0,88.0,64.0,,,True
S. Nordli,Randers,"Randers - Viborg, 3 - 1",,"July 28, 2024 at 2:00:00 PM GMT+2",58.0,75.0,,,89.0,74.0,True
M. Enggård,Randers,"Randers - Viborg, 3 - 1",O. Olsen,"July 28, 2024 at 2:00:00 PM GMT+2",100.0,100.0,92.0,63.0,,,True
T. Bany,Randers,"Randers - Viborg, 3 - 1",,"July 28, 2024 at 2:00:00 PM GMT+2",92.0,87.0,,,97.0,76.0,True
M. Enggård,Randers,"Randers - Viborg, 3 - 1",D. Høegh,"July 28, 2024 at 2:00:00 PM GMT+2",100.0,100.0,89.0,38.0,,,True
W. Dammers,Randers,"Randers - Viborg, 3 - 1",D. Anyembe,"July 28, 2024 at 2:00:00 PM GMT+2",60.0,38.0,88.0,31.0,,,True
I. Said,Viborg,"Randers - Viborg, 3 - 1",D. Høegh,"July 28, 2024 at 2:00:00 PM GMT+2",70.0,87.0,91.0,72.0,,,True
J. Grønning,Viborg,"Randers - Viborg, 3 - 1",P. Izzo,"July 28, 2024 at 2:00:00 PM GMT+2",68.0,78.0,96.0,66.0,,,True
I. Jensen,Viborg,"Randers - Viborg, 3 - 1",J. Jacobs,"July 28, 2024 at 2:00:00 PM GMT+2",81.0,22.0,93.0,29.0,,,True
I. Jensen,Viborg,"Randers - Viborg, 3 - 1",I. Said,"July 28, 2024 at 2:00:00 PM GMT+2",100.0,0.0,88.0,37.0,,,True
I. Said,Viborg,"Randers - Viborg, 3 - 1",I. Jensen,"July 28, 2024 at 2:00:00 PM GMT+2",76.0,92.0,94.0,24.0,,,True
I. Jensen,Viborg,"Randers - Viborg, 3 - 1",P. Izzo,"July 28, 2024 at 2:00:00 PM GMT+2",100.0,0.0,96.0,53.0,,,True
I. Said,Viborg,"Randers - Viborg, 3 - 1",D. Høegh,"July 28, 2024 at 2:00:00 PM GMT+2",70.0,93.0,89.0,72.0,,,True
S. Kuzmić,Viborg,"Randers - Viborg, 3 - 1",J. Björkengren,"July 28, 2024 at 2:00:00 PM GMT+2",91.0,100.0,92.0,65.0,,,True
I. Said,Viborg,"Randers - Viborg, 3 - 1",S. Berger,"July 28, 2024 at 2:00:00 PM GMT+2",80.0,82.0,92.0,69.0,,,True
I. Jensen,Viborg,"Randers - Viborg, 3 - 1",,"July 28, 2024 at 2:00:00 PM GMT+2",100.0,100.0,91.0,51.0,,,True
I. Said,Viborg,"Randers - Viborg, 3 - 1",J. Grønning,"July 28, 2024 at 2:00:00 PM GMT+2",80.0,74.0,88.0,51.0,,,True
A. Ementa,Viborg,"Randers - Viborg, 3 - 1",,"July 28, 2024 at 2:00:00 PM GMT+2",71.0,59.0,100.0,72.0,,,True
I. Said,Viborg,"Randers - Viborg, 3 - 1",A. Ementa,"July 28, 2024 at 2:00:00 PM GMT+2",75.0,79.0,88.0,67.0,,,True
I. Jensen,Viborg,"Randers - Viborg, 3 - 1",A. Ementa,"July 28, 2024 at 2:00:00 PM GMT+2",100.0,100.0,91.0,50.0,,,True
T. Bany,Randers,"Randers - Viborg, 3 - 1",,"July 28, 2024 at 2:00:00 PM GMT+2",68.0,90.0,,,96.0,69.0,True
I. Jensen,Viborg,"Randers - Viborg, 3 - 1",P. Izzo,"July 28, 2024 at 2:00:00 PM GMT+2",100.0,0.0,94.0,47.0,,,True
M. Juwara,Vejle,"Brøndby - Vejle, 2 - 1",R. Lauritsen,"July 29, 2024 at 7:00:00 PM GMT+2",89.0,16.0,92.0,50.0,,,True
M. Juwara,Vejle,"Brøndby - Vejle, 2 - 1",G. Onugkha,"July 29, 2024 at 7:00:00 PM GMT+2",98.0,12.0,97.0,45.0,,,True
H. Barry,Vejle,"Brøndby - Vejle, 2 - 1",D. Emmanouilidis,"July 29, 2024 at 7:00:00 PM GMT+2",100.0,0.0,97.0,37.0,,,True
D. Kolinger,Vejle,"Brøndby - Vejle, 2 - 1",D. Emmanouilidis,"July 29, 2024 at 7:00:00 PM GMT+2",75.0,73.0,87.0,75.0,,,True
L. Hujber,Vejle,"Brøndby - Vejle, 2 - 1",,"July 29, 2024 at 7:00:00 PM GMT+2",74.0,78.0,100.0,28.0,,,True
H. Barry,Vejle,"Brøndby - Vejle, 2 - 1",G. Onugkha,"July 29, 2024 at 7:00:00 PM GMT+2",100.0,0.0,98.0,44.0,,,True
O. Schwartau,Brøndby,"Brøndby - Vejle, 2 - 1",S. Klaiber,"July 29, 2024 at 7:00:00 PM GMT+2",67.0,38.0,93.0,79.0,,,True
Y. Suzuki,Brøndby,"Brøndby - Vejle, 2 - 1",D. Emmanouilidis,"July 29, 2024 at 7:00:00 PM GMT+2",100.0,100.0,86.0,38.0,,,True
C. Bischoff,Brøndby,"Brøndby - Vejle, 2 - 1",,"July 29, 2024 at 7:00:00 PM GMT+2",75.0,24.0,,,86.0,36.0,True
O. Schwartau,Brøndby,"Brøndby - Vejle, 2 - 1",,"July 29, 2024 at 7:00:00 PM GMT+2",77.0,31.0,,,87.0,29.0,True
O. Provstgaard,Vejle,"Brøndby - Vejle, 2 - 1",P. Pentz,"July 29, 2024 at 7:00:00 PM GMT+2",42.0,29.0,92.0,40.0,,,True
G. Onugkha,Vejle,"Brøndby - Vejle, 2 - 1",,"July 29, 2024 at 7:00:00 PM GMT+2",78.0,69.0,,,88.0,66.0,True
M. Juwara,Vejle,"Brøndby - Vejle, 2 - 1",M. Juwara,"July 29, 2024 at 7:00:00 PM GMT+2",95.0,18.0,97.0,31.0,,,True
M. Albornoz,Vejle,"Brøndby - Vejle, 2 - 1",R. Lauritsen,"July 29, 2024 at 7:00:00 PM GMT+2",93.0,6.0,97.0,42.0,,,True
M. Albornoz,Vejle,"Brøndby - Vejle, 2 - 1",M. Juwara,"July 29, 2024 at 7:00:00 PM GMT+2",97.0,10.0,95.0,44.0,,,True
Y. Suzuki,Brøndby,"Brøndby - Vejle, 2 - 1",R. Lauritsen,"July 29, 2024 at 7:00:00 PM GMT+2",65.0,25.0,91.0,60.0,,,True
M. Juwara,Vejle,"Brøndby - Vejle, 2 - 1",D. Emmanouilidis,"July 29, 2024 at 7:00:00 PM GMT+2",98.0,16.0,87.0,64.0,,,True
S. Velkov,Vejle,"Brøndby - Vejle, 2 - 1",P. Pentz,"July 29, 2024 at 7:00:00 PM GMT+2",13.0,88.0,86.0,66.0,,,True
M. Albornoz,Vejle,"Brøndby - Vejle, 2 - 1",G. Onugkha,"July 29, 2024 at 7:00:00 PM GMT+2",76.0,22.0,89.0,63.0,,,True
Y. Suzuki,Brøndby,"Brøndby - Vejle, 2 - 1",,"July 29, 2024 at 7:00:00 PM GMT+2",75.0,88.0,86.0,46.0,,,True
J. Rasmussen,Brøndby,"Brøndby - Vejle, 2 - 1",Y. Suzuki,"July 29, 2024 at 7:00:00 PM GMT+2",65.0,25.0,89.0,49.0,,,True
J. Radošević,Brøndby,"Brøndby - Vejle, 2 - 1",C. Bischoff,"July 29, 2024 at 7:00:00 PM GMT+2",65.0,65.0,90.0,20.0,,,True
J. Rasmussen,Brøndby,"Brøndby - Vejle, 2 - 1",Y. Suzuki,"July 29, 2024 at 7:00:00 PM GMT+2",73.0,24.0,89.0,43.0,,,True
H. Barry,Vejle,"Brøndby - Vejle, 2 - 1",O. Provstgaard,"July 29, 2024 at 7:00:00 PM GMT+2",100.0,0.0,96.0,43.0,,,True
L. Hetemi,Vejle,"Brøndby - Vejle, 2 - 1",D. Emmanouilidis,"July 29, 2024 at 7:00:00 PM GMT+2",72.0,30.0,86.0,53.0,,,True
Y. Suzuki,Brøndby,"Brøndby - Vejle, 2 - 1",O. Schwartau,"July 29, 2024 at 7:00:00 PM GMT+2",72.0,85.0,86.0,28.0,,,True
Y. Suzuki,Brøndby,"Brøndby - Vejle, 2 - 1",M. Kvistgaarden,"July 29, 2024 at 7:00:00 PM GMT+2",100.0,0.0,96.0,37.0,,,True
S. Klaiber,Brøndby,"Brøndby - Vejle, 2 - 1",,"July 29, 2024 at 7:00:00 PM GMT+2",70.0,47.0,90.0,44.0,,,True
M. Kvistgaarden,Brøndby,"Brøndby - Vejle, 2 - 1",J. Rasmussen,"July 29, 2024 at 7:00:00 PM GMT+2",83.0,0.0,88.0,41.0,,,True
M. Juwara,Vejle,"Brøndby - Vejle, 2 - 1",J. Vanlerberghe,"July 29, 2024 at 7:00:00 PM GMT+2",81.0,84.0,93.0,51.0,,,True
H. Barry,Vejle,"Brøndby - Vejle, 2 - 1",S. Velkov,"July 29, 2024 at 7:00:00 PM GMT+2",100.0,100.0,89.0,55.0,,,True
M. Juwara,Vejle,"Brøndby - Vejle, 2 - 1",R. Lauritsen,"July 29, 2024 at 7:00:00 PM GMT+2",74.0,83.0,90.0,50.0,,,True
M. Juwara,Vejle,"Brøndby - Vejle, 2 - 1",P. Pentz,"July 29, 2024 at 7:00:00 PM GMT+2",59.0,83.0,96.0,44.0,,,True
Y. Suzuki,Brøndby,"Brøndby - Vejle, 2 - 1",O. Provstgaard,"July 29, 2024 at 7:00:00 PM GMT+2",86.0,12.0,97.0,64.0,,,True
Y. Suzuki,Brøndby,"Brøndby - Vejle, 2 - 1",J. Vanlerberghe,"July 29, 2024 at 7:00:00 PM GMT+2",100.0,100.0,95.0,49.0,,,True
Y. Suzuki,Brøndby,"Brøndby - Vejle, 2 - 1",S. Sebulonsen,"July 29, 2024 at 7:00:00 PM GMT+2",58.0,27.0,93.0,63.0,,,True
J. Radošević,Brøndby,"Brøndby - Vejle, 2 - 1",I. Vekič,"July 29, 2024 at 7:00:00 PM GMT+2",76.0,47.0,94.0,53.0,,,True
O. Schwartau,Brøndby,"Brøndby - Vejle, 2 - 1",D. Čolina,"July 29, 2024 at 7:00:00 PM GMT+2",83.0,43.0,92.0,35.0,,,True
Y. Suzuki,Brøndby,"Brøndby - Vejle, 2 - 1",M. Kvistgaarden,"July 29, 2024 at 7:00:00 PM GMT+2",100.0,0.0,98.0,43.0,,,True
M. Albornoz,Vejle,"Brøndby - Vejle, 2 - 1",D. Kolinger,"July 29, 2024 at 7:00:00 PM GMT+2",64.0,37.0,90.0,65.0,,,True
M. Juwara,Vejle,"Brøndby - Vejle, 2 - 1",,"July 29, 2024 at 7:00:00 PM GMT+2",100.0,100.0,100.0,21.0,,,True
M. Juwara,Vejle,"Brøndby - Vejle, 2 - 1",R. Lauritsen,"July 29, 2024 at 7:00:00 PM GMT+2",85.0,85.0,95.0,54.0,,,True
H. Barry,Vejle,"Brøndby - Vejle, 2 - 1",G. Onugkha,"July 29, 2024 at 7:00:00 PM GMT+2",60.0,33.0,90.0,46.0,,,True
S. Sebulonsen,Brøndby,"Brøndby - Vejle, 2 - 1",,"July 29, 2024 at 7:00:00 PM GMT+2",77.0,91.0,100.0,64.0,,,True
D. Emmanouilidis,Vejle,"Brøndby - Vejle, 2 - 1",M. Albornoz,"July 29, 2024 at 7:00:00 PM GMT+2",82.0,52.0,85.0,36.0,,,True
M. Albornoz,Vejle,"Brøndby - Vejle, 2 - 1",D. Kolinger,"July 29, 2024 at 7:00:00 PM GMT+2",100.0,0.0,91.0,51.0,,,True
S. Velkov,Vejle,"Brøndby - Vejle, 2 - 1",G. Onugkha,"July 29, 2024 at 7:00:00 PM GMT+2",57.0,67.0,86.0,49.0,,,True
S. Sebulonsen,Brøndby,"Brøndby - Vejle, 2 - 1",,"July 29, 2024 at 7:00:00 PM GMT+2",89.0,88.0,91.0,41.0,,,True
C. Bischoff,Brøndby,"Brøndby - Vejle, 2 - 1",D. Kolinger,"July 29, 2024 at 7:00:00 PM GMT+2",90.0,17.0,88.0,31.0,,,True
G. Onugkha,Vejle,"Brøndby - Vejle, 2 - 1",,"July 29, 2024 at 7:00:00 PM GMT+2",79.0,21.0,,,94.0,27.0,True
G. Onugkha,Vejle,"Brøndby - Vejle, 2 - 1",C. Gammelgaard,"July 29, 2024 at 7:00:00 PM GMT+2",95.0,9.0,93.0,64.0,,,True
S. Sebulonsen,Brøndby,"Brøndby - Vejle, 2 - 1",O. Omoijuanfo,"July 29, 2024 at 7:00:00 PM GMT+2",85.0,91.0,91.0,52.0,,,True
C. Bischoff,Brøndby,"Brøndby - Vejle, 2 - 1",Y. Suzuki,"July 29, 2024 at 7:00:00 PM GMT+2",76.0,20.0,91.0,40.0,,,True
D. Čolina,Vejle,"Brøndby - Vejle, 2 - 1",S. Velkov,"July 29, 2024 at 7:00:00 PM GMT+2",90.0,100.0,88.0,50.0,,,True
Y. N'Gbakoto,Vejle,"Brøndby - Vejle, 2 - 1",O. Omoijuanfo,"July 29, 2024 at 7:00:00 PM GMT+2",70.0,9.0,90.0,52.0,,,True
Y. Suzuki,Brøndby,"Brøndby - Vejle, 2 - 1",J. Rasmussen,"July 29, 2024 at 7:00:00 PM GMT+2",100.0,100.0,96.0,59.0,,,True
S. Velkov,Vejle,"Brøndby - Vejle, 2 - 1",M. Murata,"July 29, 2024 at 7:00:00 PM GMT+2",53.0,53.0,96.0,28.0,,,True
D. Čolina,Vejle,"Brøndby - Vejle, 2 - 1",R. Lauritsen,"July 29, 2024 at 7:00:00 PM GMT+2",74.0,13.0,87.0,51.0,,,True
D. Kolinger,Vejle,"Brøndby - Vejle, 2 - 1",Y. N'Gbakoto,"July 29, 2024 at 7:00:00 PM GMT+2",66.0,75.0,89.0,36.0,,,True
D. Čolina,Vejle,"Brøndby - Vejle, 2 - 1",S. Sebulonsen,"July 29, 2024 at 7:00:00 PM GMT+2",78.0,20.0,89.0,34.0,,,True
D. Čolina,Vejle,"Brøndby - Vejle, 2 - 1",S. Velkov,"July 29, 2024 at 7:00:00 PM GMT+2",93.0,100.0,86.0,47.0,,,True
Y. Suzuki,Brøndby,"Brøndby - Vejle, 2 - 1",D. Čolina,"July 29, 2024 at 7:00:00 PM GMT+2",100.0,100.0,97.0,56.0,,,True
Y. Suzuki,Brøndby,"Brøndby - Vejle, 2 - 1",N. Nartey,"July 29, 2024 at 7:00:00 PM GMT+2",75.0,82.0,90.0,74.0,,,True
Y. N'Gbakoto,Vejle,"Brøndby - Vejle, 2 - 1",G. Onugkha,"July 29, 2024 at 7:00:00 PM GMT+2",65.0,22.0,85.0,48.0,,,True
K. Kirkegaard,Vejle,"Brøndby - Vejle, 2 - 1",,"July 29, 2024 at 7:00:00 PM GMT+2",91.0,88.0,,,93.0,76.0,True
E. Yeboah,Brøndby,"Brøndby - Vejle, 2 - 1",,"July 29, 2024 at 7:00:00 PM GMT+2",62.0,87.0,,,86.0,64.0,True
S. Velkov,Vejle,"Brøndby - Vejle, 2 - 1",D. Kolinger,"July 29, 2024 at 7:00:00 PM GMT+2",42.0,81.0,84.0,31.0,,,True
E. Yeboah,Brøndby,"Brøndby - Vejle, 2 - 1",M. Greve,"July 29, 2024 at 7:00:00 PM GMT+2",88.0,91.0,88.0,78.0,,,True
D. Čolina,Vejle,"Brøndby - Vejle, 2 - 1",S. Velkov,"July 29, 2024 at 7:00:00 PM GMT+2",94.0,100.0,87.0,51.0,,,True
Y. N'Gbakoto,Vejle,"Brøndby - Vejle, 2 - 1",S. Sebulonsen,"July 29, 2024 at 7:00:00 PM GMT+2",66.0,20.0,84.0,50.0,,,True
G. Links,AGF,"AGF - SønderjyskE, 4 - 0",T. Bech,"August 2, 2024 at 7:00:00 PM GMT+2",100.0,100.0,96.0,54.0,,,True
G. Links,AGF,"AGF - SønderjyskE, 4 - 0",S. Cherif Haidara,"August 2, 2024 at 7:00:00 PM GMT+2",100.0,100.0,96.0,56.0,,,True
G. Links,AGF,"AGF - SønderjyskE, 4 - 0",,"August 2, 2024 at 7:00:00 PM GMT+2",100.0,100.0,100.0,61.0,,,True
A. Oggesen,SønderjyskE,"AGF - SønderjyskE, 4 - 0",S. Emini,"August 2, 2024 at 7:00:00 PM GMT+2",62.0,91.0,90.0,76.0,,,True
M. Emil Madsen,AGF,"AGF - SønderjyskE, 4 - 0",T. Sommer,"August 2, 2024 at 7:00:00 PM GMT+2",97.0,16.0,96.0,49.0,,,True
F. Brandhof,AGF,"AGF - SønderjyskE, 4 - 0",L. Björklund,"August 2, 2024 at 7:00:00 PM GMT+2",81.0,32.0,86.0,47.0,,,True
