player.name,team.name,label,pass.recipient.name,date,location.x,location.y,pass.endLocation.x,pass.endLocation.y,carry.endLocation.x,carry.endLocation.y,penalty_area_entry
G. Onugkha,Vejle,"Midtjylland - Vejle, 2 - 0",E. Ólafsson,"August 9, 2024 at 7:00:00 PM GMT+2",77.0,33.0,93.0,48.0,,,True
J. Andersson,Midtjylland,"Midtjylland - Vejle, 2 - 0",I. Vekič,"August 9, 2024 at 7:00:00 PM GMT+2",68.0,85.0,95.0,48.0,,,True
E. Chilufya,Midtjylland,"Midtjylland - Vejle, 2 - 0",,"August 9, 2024 at 7:00:00 PM GMT+2",83.0,69.0,,,88.0,68.0,True
C. Sørensen,Midtjylland,"Midtjylland - Vejle, 2 - 0",L. Hujber,"August 9, 2024 at 7:00:00 PM GMT+2",94.0,13.0,90.0,29.0,,,True
S. Velkov,Vejle,"Midtjylland - Vejle, 2 - 0",E. Ólafsson,"August 9, 2024 at 7:00:00 PM GMT+2",30.0,85.0,87.0,64.0,,,True
O. Brynhildsen,Midtjylland,"Midtjylland - Vejle, 2 - 0",,"August 9, 2024 at 7:00:00 PM GMT+2",99.0,92.0,,,99.0,72.0,True
C. Sørensen,Midtjylland,"Midtjylland - Vejle, 2 - 0",E. Chilufya,"August 9, 2024 at 7:00:00 PM GMT+2",100.0,100.0,98.0,61.0,,,True
A. Şimşir,Midtjylland,"Midtjylland - Vejle, 2 - 0",G. Onugkha,"August 9, 2024 at 7:00:00 PM GMT+2",94.0,86.0,93.0,34.0,,,True
A. Şimşir,Midtjylland,"Midtjylland - Vejle, 2 - 0",,"August 9, 2024 at 7:00:00 PM GMT+2",100.0,0.0,100.0,39.0,,,True
H. Barry,Vejle,"Midtjylland - Vejle, 2 - 0",G. Onugkha,"August 9, 2024 at 7:00:00 PM GMT+2",61.0,26.0,87.0,53.0,,,True
O. Brynhildsen,Midtjylland,"Midtjylland - Vejle, 2 - 0",D. van Bruggen,"August 9, 2024 at 7:00:00 PM GMT+2",91.0,86.0,91.0,59.0,,,True
C. Sørensen,Midtjylland,"Midtjylland - Vejle, 2 - 0",M. Bech,"August 9, 2024 at 7:00:00 PM GMT+2",87.0,0.0,92.0,42.0,,,True
E. Chilufya,Midtjylland,"Midtjylland - Vejle, 2 - 0",,"August 9, 2024 at 7:00:00 PM GMT+2",82.0,79.0,,,87.0,74.0,True
O. Brynhildsen,Midtjylland,"Midtjylland - Vejle, 2 - 0",I. Vekič,"August 9, 2024 at 7:00:00 PM GMT+2",82.0,74.0,95.0,50.0,,,True
E. Ólafsson,Midtjylland,"Midtjylland - Vejle, 2 - 0",I. Vekič,"August 9, 2024 at 7:00:00 PM GMT+2",14.0,65.0,90.0,65.0,,,True
A. Şimşir,Midtjylland,"Midtjylland - Vejle, 2 - 0",,"August 9, 2024 at 7:00:00 PM GMT+2",94.0,15.0,,,91.0,21.0,True
D. Čolina,Vejle,"Midtjylland - Vejle, 2 - 0",C. Gammelgaard,"August 9, 2024 at 7:00:00 PM GMT+2",70.0,25.0,88.0,43.0,,,True
D. Čolina,Vejle,"Midtjylland - Vejle, 2 - 0",D. Emmanouilidis,"August 9, 2024 at 7:00:00 PM GMT+2",86.0,9.0,89.0,43.0,,,True
J. Andersson,Midtjylland,"Midtjylland - Vejle, 2 - 0",O. Sørensen,"August 9, 2024 at 7:00:00 PM GMT+2",99.0,87.0,95.0,69.0,,,True
C. Sørensen,Midtjylland,"Midtjylland - Vejle, 2 - 0",D. Čolina,"August 9, 2024 at 7:00:00 PM GMT+2",100.0,100.0,98.0,64.0,,,True
C. Sørensen,Midtjylland,"Midtjylland - Vejle, 2 - 0",G. Onugkha,"August 9, 2024 at 7:00:00 PM GMT+2",90.0,89.0,94.0,42.0,,,True
A. Şimşir,Midtjylland,"Midtjylland - Vejle, 2 - 0",O. Brynhildsen,"August 9, 2024 at 7:00:00 PM GMT+2",100.0,0.0,96.0,49.0,,,True
E. Chilufya,Midtjylland,"Midtjylland - Vejle, 2 - 0",,"August 9, 2024 at 7:00:00 PM GMT+2",83.0,35.0,,,88.0,40.0,True
D. Emmanouilidis,Vejle,"Midtjylland - Vejle, 2 - 0",,"August 9, 2024 at 7:00:00 PM GMT+2",81.0,14.0,,,86.0,32.0,True
S. Velkov,Vejle,"Midtjylland - Vejle, 2 - 0",D. Emmanouilidis,"August 9, 2024 at 7:00:00 PM GMT+2",54.0,61.0,86.0,35.0,,,True
K. Askildsen,Midtjylland,"Midtjylland - Vejle, 2 - 0",D. van Bruggen,"August 9, 2024 at 7:00:00 PM GMT+2",66.0,30.0,88.0,35.0,76.0,30.0,True
A. Şimşir,Midtjylland,"Midtjylland - Vejle, 2 - 0",J. Andersson,"August 9, 2024 at 7:00:00 PM GMT+2",92.0,18.0,85.0,65.0,,,True
A. Şimşir,Midtjylland,"Midtjylland - Vejle, 2 - 0",,"August 9, 2024 at 7:00:00 PM GMT+2",100.0,0.0,100.0,44.0,,,True
O. Sørensen,Midtjylland,"Midtjylland - Vejle, 2 - 0",,"August 9, 2024 at 7:00:00 PM GMT+2",85.0,95.0,,,90.0,80.0,True
O. Brynhildsen,Midtjylland,"Midtjylland - Vejle, 2 - 0",A. Şimşir,"August 9, 2024 at 7:00:00 PM GMT+2",66.0,19.0,91.0,27.0,,,True
C. Sørensen,Midtjylland,"Midtjylland - Vejle, 2 - 0",E. Chilufya,"August 9, 2024 at 7:00:00 PM GMT+2",100.0,100.0,94.0,59.0,,,True
A. Şimşir,Midtjylland,"Midtjylland - Vejle, 2 - 0",C. Gammelgaard,"August 9, 2024 at 7:00:00 PM GMT+2",89.0,84.0,86.0,64.0,,,True
J. Andersson,Midtjylland,"Midtjylland - Vejle, 2 - 0",L. Hetemi,"August 9, 2024 at 7:00:00 PM GMT+2",87.0,84.0,86.0,47.0,,,True
C. Gammelgaard,Vejle,"Midtjylland - Vejle, 2 - 0",,"August 9, 2024 at 7:00:00 PM GMT+2",74.0,74.0,,,86.0,65.0,True
E. Chilufya,Midtjylland,"Midtjylland - Vejle, 2 - 0",,"August 9, 2024 at 7:00:00 PM GMT+2",90.0,17.0,,,96.0,23.0,True
L. Hetemi,Vejle,"Midtjylland - Vejle, 2 - 0",E. Ólafsson,"August 9, 2024 at 7:00:00 PM GMT+2",40.0,63.0,89.0,41.0,,,True
D. Čolina,Vejle,"Midtjylland - Vejle, 2 - 0",O. Diao,"August 9, 2024 at 7:00:00 PM GMT+2",82.0,12.0,91.0,37.0,,,True
A. Rømer,Midtjylland,"Midtjylland - Vejle, 2 - 0",I. Vekič,"August 9, 2024 at 7:00:00 PM GMT+2",36.0,46.0,91.0,66.0,,,True
C. Sørensen,Midtjylland,"Midtjylland - Vejle, 2 - 0",M. Bech,"August 9, 2024 at 7:00:00 PM GMT+2",83.0,0.0,88.0,44.0,,,True
O. Brynhildsen,Midtjylland,"Midtjylland - Vejle, 2 - 0",O. Diao,"August 9, 2024 at 7:00:00 PM GMT+2",77.0,42.0,89.0,36.0,,,True
A. Şimşir,Midtjylland,"Midtjylland - Vejle, 2 - 0",C. Sørensen,"August 9, 2024 at 7:00:00 PM GMT+2",100.0,0.0,86.0,21.0,,,True
A. Şimşir,Midtjylland,"Midtjylland - Vejle, 2 - 0",Franculino Djú,"August 9, 2024 at 7:00:00 PM GMT+2",86.0,8.0,90.0,52.0,,,True
G. Onugkha,Vejle,"Midtjylland - Vejle, 2 - 0",,"August 9, 2024 at 7:00:00 PM GMT+2",81.0,52.0,,,84.0,43.0,True
L. Hujber,Vejle,"Midtjylland - Vejle, 2 - 0",,"August 9, 2024 at 7:00:00 PM GMT+2",84.0,90.0,95.0,46.0,,,True
M. Juwara,Vejle,"Midtjylland - Vejle, 2 - 0",O. Brynhildsen,"August 9, 2024 at 7:00:00 PM GMT+2",100.0,0.0,98.0,32.0,,,True
D. Čolina,Vejle,"Midtjylland - Vejle, 2 - 0",M. Juwara,"August 9, 2024 at 7:00:00 PM GMT+2",84.0,14.0,93.0,27.0,,,True
H. Barry,Vejle,"Midtjylland - Vejle, 2 - 0",E. Ólafsson,"August 9, 2024 at 7:00:00 PM GMT+2",100.0,0.0,100.0,52.0,,,True
H. Barry,Vejle,"Midtjylland - Vejle, 2 - 0",O. Brynhildsen,"August 9, 2024 at 7:00:00 PM GMT+2",100.0,0.0,96.0,37.0,,,True
H. Barry,Vejle,"Midtjylland - Vejle, 2 - 0",M. Elvius,"August 9, 2024 at 7:00:00 PM GMT+2",80.0,12.0,89.0,51.0,,,True
D. van Bruggen,Vejle,"Midtjylland - Vejle, 2 - 0",D. Čolina,"August 9, 2024 at 7:00:00 PM GMT+2",75.0,38.0,89.0,30.0,,,True
H. Barry,Vejle,"Midtjylland - Vejle, 2 - 0",G. Onugkha,"August 9, 2024 at 7:00:00 PM GMT+2",87.0,13.0,92.0,61.0,,,True
D. Emmanouilidis,Vejle,"Midtjylland - Vejle, 2 - 0",O. Diao,"August 9, 2024 at 7:00:00 PM GMT+2",84.0,14.0,93.0,39.0,,,True
D. Čolina,Vejle,"Midtjylland - Vejle, 2 - 0",G. Onugkha,"August 9, 2024 at 7:00:00 PM GMT+2",80.0,0.0,89.0,35.0,,,True
M. Juwara,Vejle,"Midtjylland - Vejle, 2 - 0",G. Onugkha,"August 9, 2024 at 7:00:00 PM GMT+2",87.0,90.0,94.0,33.0,,,True
H. Barry,Vejle,"Midtjylland - Vejle, 2 - 0",G. Onugkha,"August 9, 2024 at 7:00:00 PM GMT+2",96.0,13.0,93.0,45.0,,,True
H. Barry,Vejle,"Midtjylland - Vejle, 2 - 0",O. Diao,"August 9, 2024 at 7:00:00 PM GMT+2",79.0,35.0,92.0,52.0,,,True
M. Juwara,Vejle,"Midtjylland - Vejle, 2 - 0",G. Onugkha,"August 9, 2024 at 7:00:00 PM GMT+2",75.0,75.0,88.0,53.0,,,True
Y. N'Gbakoto,Vejle,"Midtjylland - Vejle, 2 - 0",D. Čolina,"August 9, 2024 at 7:00:00 PM GMT+2",79.0,35.0,93.0,27.0,,,True
D. Osorio,Midtjylland,"Midtjylland - Vejle, 2 - 0",,"August 9, 2024 at 7:00:00 PM GMT+2",74.0,60.0,,,89.0,57.0,True
C. Sørensen,Midtjylland,"Midtjylland - Vejle, 2 - 0",G. Onugkha,"August 9, 2024 at 7:00:00 PM GMT+2",64.0,6.0,89.0,50.0,,,True
H. Barry,Vejle,"Midtjylland - Vejle, 2 - 0",M. Juwara,"August 9, 2024 at 7:00:00 PM GMT+2",71.0,36.0,96.0,62.0,,,True
D. Čolina,Vejle,"Midtjylland - Vejle, 2 - 0",Y. N'Gbakoto,"August 9, 2024 at 7:00:00 PM GMT+2",90.0,100.0,90.0,53.0,,,True
Y. N'Gbakoto,Vejle,"Midtjylland - Vejle, 2 - 0",D. Čolina,"August 9, 2024 at 7:00:00 PM GMT+2",80.0,27.0,95.0,25.0,,,True
M. Murata,Vejle,"Midtjylland - Vejle, 2 - 0",O. Diao,"August 9, 2024 at 7:00:00 PM GMT+2",70.0,62.0,89.0,52.0,,,True
C. Sørensen,Midtjylland,"Midtjylland - Vejle, 2 - 0",Franculino Djú,"August 9, 2024 at 7:00:00 PM GMT+2",87.0,16.0,88.0,41.0,,,True
C. Sørensen,Midtjylland,"Midtjylland - Vejle, 2 - 0",A. Gabriel,"August 9, 2024 at 7:00:00 PM GMT+2",100.0,100.0,95.0,57.0,,,True
Franculino Djú,Midtjylland,"Midtjylland - Vejle, 2 - 0",,"August 9, 2024 at 7:00:00 PM GMT+2",81.0,30.0,,,88.0,29.0,True
E. Martínez,Midtjylland,"Midtjylland - Vejle, 2 - 0",M. Bech,"August 9, 2024 at 7:00:00 PM GMT+2",100.0,0.0,96.0,39.0,,,True
C. Sørensen,Midtjylland,"Lyngby - Midtjylland, 1 - 2",J. Storch,"August 16, 2024 at 7:00:00 PM GMT+2",37.0,16.0,89.0,48.0,,,True
B. Hamalainen,Lyngby,"Lyngby - Midtjylland, 1 - 2",F. Gytkjær,"August 16, 2024 at 7:00:00 PM GMT+2",76.0,11.0,96.0,54.0,,,True
O. Brynhildsen,Midtjylland,"Lyngby - Midtjylland, 1 - 2",Franculino Djú,"August 16, 2024 at 7:00:00 PM GMT+2",73.0,79.0,84.0,73.0,,,True
K. Finnsson,Lyngby,"Lyngby - Midtjylland, 1 - 2",F. Gytkjær,"August 16, 2024 at 7:00:00 PM GMT+2",88.0,15.0,88.0,50.0,,,True
A. Şimşir,Midtjylland,"Lyngby - Midtjylland, 1 - 2",,"August 16, 2024 at 7:00:00 PM GMT+2",74.0,77.0,,,89.0,74.0,True
A. Gabriel,Midtjylland,"Lyngby - Midtjylland, 1 - 2",J. Storch,"August 16, 2024 at 7:00:00 PM GMT+2",72.0,94.0,89.0,48.0,,,True
A. Şimşir,Midtjylland,"Lyngby - Midtjylland, 1 - 2",O. Brynhildsen,"August 16, 2024 at 7:00:00 PM GMT+2",82.0,50.0,88.0,73.0,,,True
C. Sørensen,Midtjylland,"Lyngby - Midtjylland, 1 - 2",M. Jensen,"August 16, 2024 at 7:00:00 PM GMT+2",100.0,100.0,95.0,52.0,,,True
E. Martínez,Midtjylland,"Lyngby - Midtjylland, 1 - 2",T. Storm,"August 16, 2024 at 7:00:00 PM GMT+2",72.0,33.0,89.0,63.0,,,True
J. Amon,Lyngby,"Lyngby - Midtjylland, 1 - 2",,"August 16, 2024 at 7:00:00 PM GMT+2",77.0,89.0,,,90.0,72.0,True
C. Winther,Lyngby,"Lyngby - Midtjylland, 1 - 2",L. Sandgrav,"August 16, 2024 at 7:00:00 PM GMT+2",69.0,68.0,87.0,72.0,,,True
A. Şimşir,Midtjylland,"Lyngby - Midtjylland, 1 - 2",,"August 16, 2024 at 7:00:00 PM GMT+2",78.0,38.0,88.0,67.0,,,True
S. Magnússon,Lyngby,"Lyngby - Midtjylland, 1 - 2",E. Ólafsson,"August 16, 2024 at 7:00:00 PM GMT+2",87.0,90.0,86.0,33.0,,,True
E. Ólafsson,Midtjylland,"Lyngby - Midtjylland, 1 - 2",J. Storch,"August 16, 2024 at 7:00:00 PM GMT+2",14.0,67.0,88.0,36.0,,,True
A. Şimşir,Midtjylland,"Lyngby - Midtjylland, 1 - 2",,"August 16, 2024 at 7:00:00 PM GMT+2",73.0,37.0,100.0,23.0,,,True
S. Magnússon,Lyngby,"Lyngby - Midtjylland, 1 - 2",,"August 16, 2024 at 7:00:00 PM GMT+2",78.0,92.0,,,94.0,81.0,True
J. Andersson,Midtjylland,"Lyngby - Midtjylland, 1 - 2",M. Jensen,"August 16, 2024 at 7:00:00 PM GMT+2",74.0,23.0,89.0,55.0,,,True
J. Amon,Lyngby,"Lyngby - Midtjylland, 1 - 2",E. Ólafsson,"August 16, 2024 at 7:00:00 PM GMT+2",45.0,31.0,85.0,52.0,,,True
J. Andersson,Midtjylland,"Lyngby - Midtjylland, 1 - 2",T. Storm,"August 16, 2024 at 7:00:00 PM GMT+2",88.0,0.0,91.0,27.0,,,True
A. Şimşir,Midtjylland,"Lyngby - Midtjylland, 1 - 2",,"August 16, 2024 at 7:00:00 PM GMT+2",73.0,10.0,,,87.0,34.0,True
Franculino Djú,Midtjylland,"Lyngby - Midtjylland, 1 - 2",J. Andersson,"August 16, 2024 at 7:00:00 PM GMT+2",81.0,35.0,98.0,32.0,,,True
A. Şimşir,Midtjylland,"Lyngby - Midtjylland, 1 - 2",E. Chilufya,"August 16, 2024 at 7:00:00 PM GMT+2",79.0,70.0,89.0,41.0,,,True
A. Gabriel,Midtjylland,"Lyngby - Midtjylland, 1 - 2",Franculino Djú,"August 16, 2024 at 7:00:00 PM GMT+2",70.0,91.0,89.0,77.0,,,True
Franculino Djú,Midtjylland,"Lyngby - Midtjylland, 1 - 2",,"August 16, 2024 at 7:00:00 PM GMT+2",83.0,71.0,88.0,56.0,,,True
A. Şimşir,Midtjylland,"Lyngby - Midtjylland, 1 - 2",P. Gregor,"August 16, 2024 at 7:00:00 PM GMT+2",81.0,34.0,87.0,38.0,,,True
J. Amon,Lyngby,"Lyngby - Midtjylland, 1 - 2",,"August 16, 2024 at 7:00:00 PM GMT+2",74.0,5.0,,,95.0,23.0,True
A. Şimşir,Midtjylland,"Lyngby - Midtjylland, 1 - 2",E. Chilufya,"August 16, 2024 at 7:00:00 PM GMT+2",74.0,74.0,90.0,74.0,,,True
A. Gabriel,Midtjylland,"Lyngby - Midtjylland, 1 - 2",E. Chilufya,"August 16, 2024 at 7:00:00 PM GMT+2",72.0,74.0,88.0,74.0,,,True
J. Andersson,Midtjylland,"Lyngby - Midtjylland, 1 - 2",T. Storm,"August 16, 2024 at 7:00:00 PM GMT+2",79.0,9.0,87.0,41.0,,,True
J. Juninho,Midtjylland,"Lyngby - Midtjylland, 1 - 2",E. Chilufya,"August 16, 2024 at 7:00:00 PM GMT+2",80.0,29.0,87.0,54.0,,,True
A. Şimşir,Midtjylland,"Lyngby - Midtjylland, 1 - 2",E. Chilufya,"August 16, 2024 at 7:00:00 PM GMT+2",76.0,24.0,91.0,40.0,,,True
A. Şimşir,Midtjylland,"Lyngby - Midtjylland, 1 - 2",A. Gabriel,"August 16, 2024 at 7:00:00 PM GMT+2",79.0,33.0,93.0,69.0,,,True
S. Magnússon,Lyngby,"Lyngby - Midtjylland, 1 - 2",O. Diao,"August 16, 2024 at 7:00:00 PM GMT+2",92.0,89.0,89.0,36.0,,,True
B. Hamalainen,Lyngby,"Lyngby - Midtjylland, 1 - 2",T. Storm,"August 16, 2024 at 7:00:00 PM GMT+2",100.0,0.0,92.0,53.0,,,True
P. Gregor,Lyngby,"Lyngby - Midtjylland, 1 - 2",T. Storm,"August 16, 2024 at 7:00:00 PM GMT+2",76.0,100.0,86.0,70.0,,,True
J. Juninho,Midtjylland,"Lyngby - Midtjylland, 1 - 2",E. Chilufya,"August 16, 2024 at 7:00:00 PM GMT+2",69.0,35.0,91.0,63.0,,,True
A. Gabriel,Midtjylland,"Lyngby - Midtjylland, 1 - 2",,"August 16, 2024 at 7:00:00 PM GMT+2",78.0,70.0,,,94.0,72.0,True
J. Andersson,Midtjylland,"Lyngby - Midtjylland, 1 - 2",F. Gytkjær,"August 16, 2024 at 7:00:00 PM GMT+2",100.0,100.0,92.0,46.0,,,True
J. Andersson,Midtjylland,"Lyngby - Midtjylland, 1 - 2",,"August 16, 2024 at 7:00:00 PM GMT+2",83.0,91.0,86.0,52.0,,,True
Franculino Djú,Midtjylland,"Lyngby - Midtjylland, 1 - 2",O. Diao,"August 16, 2024 at 7:00:00 PM GMT+2",81.0,9.0,88.0,42.0,,,True
J. Amon,Lyngby,"Lyngby - Midtjylland, 1 - 2",K. Finnsson,"August 16, 2024 at 7:00:00 PM GMT+2",77.0,31.0,91.0,27.0,,,True
J. Amon,Lyngby,"Lyngby - Midtjylland, 1 - 2",,"August 16, 2024 at 7:00:00 PM GMT+2",86.0,12.0,,,97.0,27.0,True
P. Gregor,Lyngby,"Lyngby - Midtjylland, 1 - 2",E. Ólafsson,"August 16, 2024 at 7:00:00 PM GMT+2",89.0,0.0,97.0,46.0,,,True
A. Şimşir,Midtjylland,"Lyngby - Midtjylland, 1 - 2",J. Juninho,"August 16, 2024 at 7:00:00 PM GMT+2",100.0,0.0,91.0,47.0,,,True
P. Gregor,Lyngby,"Lyngby - Midtjylland, 1 - 2",M. Jensen,"August 16, 2024 at 7:00:00 PM GMT+2",81.0,100.0,91.0,67.0,,,True
K. Finnsson,Lyngby,"Lyngby - Midtjylland, 1 - 2",,"August 16, 2024 at 7:00:00 PM GMT+2",69.0,74.0,89.0,59.0,,,True
A. Şimşir,Midtjylland,"Lyngby - Midtjylland, 1 - 2",A. Gabriel,"August 16, 2024 at 7:00:00 PM GMT+2",74.0,32.0,89.0,65.0,,,True
O. Brynhildsen,Midtjylland,"Lyngby - Midtjylland, 1 - 2",C. Winther,"August 16, 2024 at 7:00:00 PM GMT+2",81.0,49.0,85.0,61.0,,,True
J. Andersson,Midtjylland,"Lyngby - Midtjylland, 1 - 2",O. Diao,"August 16, 2024 at 7:00:00 PM GMT+2",86.0,100.0,90.0,56.0,,,True
A. Şimşir,Midtjylland,"Lyngby - Midtjylland, 1 - 2",A. Gabriel,"August 16, 2024 at 7:00:00 PM GMT+2",65.0,67.0,89.0,66.0,,,True
E. Martínez,Midtjylland,"Lyngby - Midtjylland, 1 - 2",A. Şimşir,"August 16, 2024 at 7:00:00 PM GMT+2",77.0,73.0,85.0,70.0,,,True
J. Andersson,Midtjylland,"Lyngby - Midtjylland, 1 - 2",,"August 16, 2024 at 7:00:00 PM GMT+2",100.0,100.0,94.0,48.0,,,True
M. Bech,Midtjylland,"Lyngby - Midtjylland, 1 - 2",,"August 16, 2024 at 7:00:00 PM GMT+2",87.0,0.0,96.0,41.0,82.0,8.0,True
M. Gogorza,Midtjylland,"Lyngby - Midtjylland, 1 - 2",O. Sørensen,"August 16, 2024 at 7:00:00 PM GMT+2",95.0,13.0,85.0,28.0,,,True
M. Bech,Midtjylland,"Lyngby - Midtjylland, 1 - 2",A. Gabriel,"August 16, 2024 at 7:00:00 PM GMT+2",89.0,4.0,87.0,52.0,,,True
M. Gogorza,Midtjylland,"Lyngby - Midtjylland, 1 - 2",A. Gabriel,"August 16, 2024 at 7:00:00 PM GMT+2",75.0,22.0,87.0,55.0,,,True
J. Amon,Lyngby,"Lyngby - Midtjylland, 1 - 2",,"August 16, 2024 at 7:00:00 PM GMT+2",60.0,48.0,,,90.0,37.0,True
P. Gregor,Lyngby,"Lyngby - Midtjylland, 1 - 2",M. Jensen,"August 16, 2024 at 7:00:00 PM GMT+2",85.0,0.0,95.0,39.0,,,True
O. Sørensen,Midtjylland,"Lyngby - Midtjylland, 1 - 2",O. Brynhildsen,"August 16, 2024 at 7:00:00 PM GMT+2",94.0,14.0,93.0,33.0,,,True
C. Winther,Lyngby,"Lyngby - Midtjylland, 1 - 2",M. Jensen,"August 16, 2024 at 7:00:00 PM GMT+2",100.0,0.0,88.0,66.0,,,True
A. Şimşir,Midtjylland,"Lyngby - Midtjylland, 1 - 2",,"August 16, 2024 at 7:00:00 PM GMT+2",86.0,86.0,,,89.0,76.0,True
E. Martínez,Midtjylland,"Lyngby - Midtjylland, 1 - 2",Franculino Djú,"August 16, 2024 at 7:00:00 PM GMT+2",79.0,71.0,87.0,62.0,,,True
A. Şimşir,Midtjylland,"Lyngby - Midtjylland, 1 - 2",E. Martínez,"August 16, 2024 at 7:00:00 PM GMT+2",77.0,61.0,90.0,69.0,,,True
M. Bech,Midtjylland,"Lyngby - Midtjylland, 1 - 2",J. Storch,"August 16, 2024 at 7:00:00 PM GMT+2",88.0,100.0,98.0,51.0,,,True
A. Şimşir,Midtjylland,"Lyngby - Midtjylland, 1 - 2",C. Winther,"August 16, 2024 at 7:00:00 PM GMT+2",87.0,88.0,88.0,58.0,,,True
J. Andersson,Midtjylland,"Lyngby - Midtjylland, 1 - 2",,"August 16, 2024 at 7:00:00 PM GMT+2",81.0,29.0,100.0,27.0,,,True
M. Gogorza,Midtjylland,"Lyngby - Midtjylland, 1 - 2",,"August 16, 2024 at 7:00:00 PM GMT+2",83.0,10.0,,,95.0,29.0,True
O. Diao,Midtjylland,"Lyngby - Midtjylland, 1 - 2",B. Hamalainen,"August 16, 2024 at 7:00:00 PM GMT+2",67.0,55.0,87.0,61.0,,,True
W. Kumado,Lyngby,"Lyngby - Midtjylland, 1 - 2",G. Fraulo,"August 16, 2024 at 7:00:00 PM GMT+2",76.0,93.0,95.0,77.0,,,True
A. Gabriel,Midtjylland,"Lyngby - Midtjylland, 1 - 2",A. Şimşir,"August 16, 2024 at 7:00:00 PM GMT+2",86.0,89.0,86.0,72.0,,,True
A. Şimşir,Midtjylland,"Lyngby - Midtjylland, 1 - 2",B. Hamalainen,"August 16, 2024 at 7:00:00 PM GMT+2",88.0,86.0,90.0,70.0,,,True
M. Gogorza,Midtjylland,"Lyngby - Midtjylland, 1 - 2",,"August 16, 2024 at 7:00:00 PM GMT+2",87.0,13.0,,,93.0,26.0,True
A. Şimşir,Midtjylland,"Lyngby - Midtjylland, 1 - 2",,"August 16, 2024 at 7:00:00 PM GMT+2",84.0,9.0,,,87.0,26.0,True
G. Fraulo,Lyngby,"Lyngby - Midtjylland, 1 - 2",K. Finnsson,"August 16, 2024 at 7:00:00 PM GMT+2",81.0,97.0,98.0,71.0,,,True
M. Gogorza,Midtjylland,"Lyngby - Midtjylland, 1 - 2",A. Gabriel,"August 16, 2024 at 7:00:00 PM GMT+2",95.0,18.0,86.0,66.0,,,True
Franculino Djú,Midtjylland,"Lyngby - Midtjylland, 1 - 2",,"August 16, 2024 at 7:00:00 PM GMT+2",80.0,51.0,,,93.0,69.0,True
P. Gregor,Lyngby,"Lyngby - Midtjylland, 1 - 2",M. Abubakari,"August 16, 2024 at 7:00:00 PM GMT+2",76.0,85.0,91.0,45.0,,,True
K. Finnsson,Lyngby,"Lyngby - Midtjylland, 1 - 2",,"August 16, 2024 at 7:00:00 PM GMT+2",91.0,15.0,,,90.0,29.0,True
M. Rømer,Lyngby,"Lyngby - Midtjylland, 1 - 2",L. Sandgrav,"August 16, 2024 at 7:00:00 PM GMT+2",74.0,65.0,94.0,28.0,,,True
A. Şimşir,Midtjylland,"Lyngby - Midtjylland, 1 - 2",,"August 16, 2024 at 7:00:00 PM GMT+2",78.0,74.0,,,88.0,72.0,True
W. Kumado,Lyngby,"Lyngby - Midtjylland, 1 - 2",M. Bech,"August 16, 2024 at 7:00:00 PM GMT+2",90.0,95.0,90.0,62.0,,,True
P. Gregor,Lyngby,"Lyngby - Midtjylland, 1 - 2",,"August 16, 2024 at 7:00:00 PM GMT+2",61.0,76.0,100.0,72.0,,,True
M. Gogorza,Midtjylland,"Lyngby - Midtjylland, 1 - 2",,"August 16, 2024 at 7:00:00 PM GMT+2",88.0,14.0,,,88.0,28.0,True
J. Andersson,Midtjylland,"Lyngby - Midtjylland, 1 - 2",,"August 16, 2024 at 7:00:00 PM GMT+2",100.0,100.0,94.0,47.0,,,True
A. Şimşir,Midtjylland,"Lyngby - Midtjylland, 1 - 2",A. Gabriel,"August 16, 2024 at 7:00:00 PM GMT+2",73.0,13.0,90.0,59.0,,,True
A. Şimşir,Midtjylland,"Lyngby - Midtjylland, 1 - 2",,"August 16, 2024 at 7:00:00 PM GMT+2",63.0,47.0,,,85.0,37.0,True
D. Wass,Brøndby,"AaB - Brøndby, 0 - 4",M. Kvistgaarden,"August 18, 2024 at 6:00:00 PM GMT+2",82.0,10.0,93.0,41.0,,,True
C. Bischoff,Brøndby,"AaB - Brøndby, 0 - 4",,"August 18, 2024 at 6:00:00 PM GMT+2",79.0,22.0,,,89.0,31.0,True
S. Klaiber,Brøndby,"AaB - Brøndby, 0 - 4",K. Davidsen,"August 18, 2024 at 6:00:00 PM GMT+2",88.0,94.0,90.0,61.0,,,True
D. Wass,Brøndby,"AaB - Brøndby, 0 - 4",S. Sebulonsen,"August 18, 2024 at 6:00:00 PM GMT+2",73.0,82.0,91.0,54.0,,,True
Y. Suzuki,Brøndby,"AaB - Brøndby, 0 - 4",S. Sebulonsen,"August 18, 2024 at 6:00:00 PM GMT+2",100.0,100.0,92.0,52.0,,,True
Y. Suzuki,Brøndby,"AaB - Brøndby, 0 - 4",S. Sebulonsen,"August 18, 2024 at 6:00:00 PM GMT+2",76.0,65.0,92.0,75.0,,,True
J. Rasmussen,Brøndby,"AaB - Brøndby, 0 - 4",S. Sebulonsen,"August 18, 2024 at 6:00:00 PM GMT+2",85.0,16.0,93.0,64.0,,,True
N. Nartey,Brøndby,"AaB - Brøndby, 0 - 4",S. Sebulonsen,"August 18, 2024 at 6:00:00 PM GMT+2",75.0,28.0,90.0,74.0,,,True
